"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCB6",304.630642827067,4.70605135371166,0.416191326871581,11.3074229323471,1.20579174263108e-29,1.34337690402133e-27
"ABCB7",788.625364081606,-0.78685276338522,0.190973593788885,-4.12021760586994,3.78514737776118e-05,0.000179962960782811
"ABCB8",1106.22821533562,2.16098271970739,0.295705549817449,7.30788692008471,2.71376011350316e-13,5.6129872643493e-12
"ABCB9",334.144350575104,1.06521420180588,0.195146341565697,5.45854046383582,4.80064466872592e-08,4.18861864325278e-07
"ABCC1",1379.31615497583,1.57179926741441,0.252957851800287,6.21368048561452,5.17577197070173e-10,6.48746245579127e-09
"ABCC10",599.402330623157,1.00408054264441,0.433958175048816,2.31377261767557,0.0206801981372659,0.0445052378567418
"ABCC11",5.24061524319995,0.526862152833842,0.586405204577896,0.898460908465309,0.36893987701621,0.468828261423307
"ABCC12",5.24512108230508,-3.87414708915099,1.30773295196793,-2.9624909912387,0.00305160739182497,0.00867756244712157
"ABCC2",41.4660181369673,2.1352056230466,0.447439091949767,4.77205872589763,1.82352313714148e-06,1.16272227944633e-05
"ABCC3",661.825883172057,2.55868529354134,0.948658582855315,2.69716138111574,0.00699333694847969,0.0177348031583646
"ABCC4",332.311737469548,-3.24523461442817,1.0552547592593,-3.0753091478176,0.00210284463074311,0.00626840925851192
"ABCC5",2176.52949941554,1.60865224621375,0.2623712566523,6.1312060884229,8.72153382839826e-10,1.04673378531042e-08
"ABCC6",168.382697418813,1.4817954244109,1.25900837223972,1.17695438496159,0.239213713294828,0.33326884608293
"ABCC6P1",55.3899688384378,-0.15243042402108,1.12893448904466,-0.135021496375819,0.892594878313758,0.921103512025401
"ABCC6P2",7.48235284169068,0.823586199496313,1.00597380556284,0.818695471931812,0.412960180722474,0.512789453540109
"ABCC8",547.323106653321,2.63027185825118,0.55672166833057,4.7245724531228,2.30599991181632e-06,1.43843367240757e-05
"ABCC9",563.590514777827,-1.33717305754224,0.366476728512333,-3.64872569936524,0.000263544310403554,0.00100969353282984
